ACCOUNT,ACC_DESC,PORTFOLIO,PORT_DESC,LEGAL_ENTITY,ALADDIN_PORT,CUSTODIAN,SAFEKEEPING_ACC,BI_SAM
SPAINLF ,LIBERTY SPAIN LIFE                      ,PAGARNO ,PANEUROPEO GUARANTEED AVAILABLE FOR SALE,L720                          ,                                   ,CITIBANK,15185761        ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,PAGARNV ,PANEUROPEO GUARANTEED HELD TO MATURITY  ,L720                          ,                                   ,CITIBANK,15185761        ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,PANCAPIT,FAS97 WITH GUARANTEE PANCAPIT           ,L720                          ,748                                ,CITIBANK,6012926849      ,PANCAPIT
SPAINLF ,LIBERTY SPAIN LIFE                      ,PANEUGAR,FAS97 W/GRNTY PANEUROPEO                ,L720                          ,136                                ,CITIBANK,6012926849      ,PANEUGAR
SPAINLF ,LIBERTY SPAIN LIFE                      ,PANNOGT ,FAS97 W/O GRNTY PANEUROPEO              ,L720                          ,195                                ,CITIBANK,6012926849      ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,PLAN19T ,FAS97 W/O GRNTY UNIT LINKED PLAN 19     ,L720                          ,196                                ,CITIBANK,6012926849      ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,RENTAS16,RENTAS16                                ,L720                          ,1142                               ,CITIBANK,NULL,RENTAS16
SPAINLF ,LIBERTY SPAIN LIFE                      ,RESCONPB,FAS97 W/GRNTY RESTO CON PB              ,L720                          ,156                                ,CITIBANK,6012926849      ,RESCONPB
SPAINLF ,LIBERTY SPAIN LIFE                      ,RESPBNO ,REST PROFIT SHARING AVAILABLE FOR SALE  ,L720                          ,153                                ,CITIBANK,8445522         ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,RESPBNV ,REST PROFIT SHARING HELD TO MATURITY    ,L720                          ,                                   ,CITIBANK,8445522         ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,RESSINPB,RESTO SIN PB                            ,L720                          ,138                                ,CITIBANK,6012926849      ,RESSINPB
SPAINLF ,LIBERTY SPAIN LIFE                      ,RIESGOO ,RIESGO AVAILABLE FOR SALE               ,L720                          ,154                                ,CITIBANK,8445522         ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,RIESGOV ,RIESGO HELD TO MATURITY                 ,L720                          ,                                   ,CITIBANK,8445522         ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,ULCDEMT ,FAS97 W/O GRNTY UNIT LINKED C D E       ,L720                          ,197                                ,CITIBANK,6012926849      ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,ULGARANT,FAS97 W/GRNTY UL GARANTIZADO            ,L720                          ,139                                ,CITIBANK,6012926849      ,ULGARANT
SPAINLF ,LIBERTY SPAIN LIFE                      ,ULGARNO ,UNIT LINKED GARANT AVAILABLE FOR SALE   ,L720                          ,                                   ,CITIBANK,8445522         ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,ULGARNV ,UNIT LINKED GARANT HELD TO MATURITY     ,L720                          ,                                   ,CITIBANK,8445522         ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,ULINKOVB,FAS97 W/O GRNTY UNIT LINKED OVB         ,L720                          ,822                                ,CITIBANK,6012926849      ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,ULLIBIT ,FAS97 W/O GRNTY UNIT LINKED LIBERTY     ,L720                          ,198                                ,CITIBANK,6012926849      ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,ULLIMAT ,FAS97 W/O GRNTY UNIT LINKED MGN ST      ,L720                          ,199                                ,CITIBANK,6012926849      ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,VIDA3MO ,INMUNIZADA 3% AVAILABLE FOR SALE        ,L720                          ,                                   ,CITIBANK,8445522         ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,VIDA3MV ,INMUNIZADA 3% HELD TO MATURITY          ,L720                          ,                                   ,CITIBANK,8445522         ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,VIDA4AO ,LIFE 4% AVAILABLE FOR SALE              ,L720                          ,                                   ,CITIBANK,8445522         ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,VIDA4AV ,LIFE 4% HELD TO MATURITY                ,L720                          ,                                   ,CITIBANK,8445522         ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,VIDA4MOM,LIFE 4% MATCHED AVAILABLE FOR SALE      ,L720                          ,                                   ,CITIBANK,8445522         ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,VIDA4MVM,LIFE 4% MATCHED HELD TO MATURITY        ,L720                          ,                                   ,CITIBANK,8445522         ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,VIDA5AO ,LIFE 5% AVAILABLE FOR SALE              ,L720                          ,                                   ,CITIBANK,8445522         ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,VIDA5AV ,LIFE 5% HELD TO MATURITY                ,L720                          ,                                   ,CITIBANK,8445522         ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,VIDA6AO ,LIFE 6% AVAILABLE FOR SALE              ,L720                          ,                                   ,CITIBANK,8445522         ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,VIDA6AV ,LIFE 6% HELD TO MATURITY                ,L720                          ,                                   ,CITIBANK,8445522         ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,VIDACPO ,LIFE SHAREHOLDERS AVAILABLE FOR SALE    ,L720                          ,                                   ,CITIBANK,8445522         ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,VIDACPV ,CAPITAL HELD TO MATURITY                ,L720                          ,                                   ,CITIBANK,8445522         ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,VIDAF974,FAS97 W/GRNTY VIDA 4%                   ,L720                          ,140                                ,CITIBANK,6012926849      ,VIDAF974
SPAINLF ,LIBERTY SPAIN LIFE                      ,VIDAF976,FAS97 W/GRNTY VIDA 6%                   ,L720                          ,141                                ,CITIBANK,6012926849      ,VIDAF976
SPAINLF ,LIBERTY SPAIN LIFE                      ,VIDAIAO ,LIFE ANNUITIES AVAILABLE FOR SALE       ,L720                          ,                                   ,CITIBANK,8445522         ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,VIDAIAV ,LIFE ANNUITIES HELD TO MATURITY         ,L720                          ,                                   ,CITIBANK,6012926849      ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,VIDANPO ,NON PROFIT SHARING AVAILABLE FOR SALE   ,L720                          ,                                   ,CITIBANK,8445522         ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,VIDANPV ,NON PROFIT SHARING HELD TO MATURITY     ,L720                          ,                                   ,CITIBANK,8445522         ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,VIDATRA4,FAS60 VIDA 4%                           ,L720                          ,142                                ,CITIBANK,6012926849      ,VIDATRA4
SPAINLF ,LIBERTY SPAIN LIFE                      ,VIDATRA5,VIDA 5                                  ,L720                          ,143                                ,CITIBANK,6012926849      ,VIDATRA5
SPAINLF ,LIBERTY SPAIN LIFE                      ,VIDATRA6,FAS60 VIDA 6%                           ,L720                          ,144                                ,CITIBANK,6012926849      ,VIDATRA6
SPAINLF ,LIBERTY SPAIN LIFE                      ,VIDNPBO ,VIDA SIN PB AVAILABLE FOR SALE          ,L720                          ,                                   ,CITIBANK,8445522         ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,VIDNPBV ,VIDA SIN PB HELD TO MATURITY            ,L720                          ,                                   ,CITIBANK,8445522         ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,VIDSINPB,VIDA SIN PB                             ,L720                          ,145                                ,CITIBANK,6012926849      ,VIDSINPB
SPAINLF ,LIBERTY SPAIN LIFE                      ,VIF974PR,FAS97 W/GRNTY VIDA 4% PR                ,L720                          ,146                                ,CITIBANK,6012926849      ,VIF974PR
SPAINLF ,LIBERTY SPAIN LIFE                      ,VIF976PR,FAS97 W/GRNTY  VIDA 6% PR               ,L720                          ,152                                ,CITIBANK,6012926849      ,VIF976PR
SPAINLF ,LIBERTY SPAIN LIFE                      ,VINOASIG,NO ASIGNADA                             ,L720                          ,147                                ,CITIBANK,6012926849      ,VINOASIG
SPAINLF ,LIBERTY SPAIN LIFE                      ,VIRIESGO,RIESGO                                  ,L720                          ,155                                ,CITIBANK,6012926849      ,VIRIESGO
SPAINLF ,LIBERTY SPAIN LIFE                      ,VITRA4PR,FAS60 VIDA 4% PR                        ,L720                          ,148                                ,CITIBANK,6012926849      ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,VITRA6PR,FAS60 VIDA 6% PR                        ,L720                          ,149                                ,CITIBANK,6012926849      ,VITRA6PR
SPAINLF ,LIBERTY SPAIN LIFE                      ,VPROCTER,PROCTER & GAMBLE                        ,L720                          ,150                                ,CITIBANK,6012926849      ,VPROCTER
SPAINLF ,LIBERTY SPAIN LIFE                      ,WATWAYA ,WATSON WYATT                            ,L720                          ,151                                ,CITIBANK,6012926849      ,WATWAYA 
SPAINLF ,LIBERTY SPAIN LIFE                      ,WATWAYO ,WATSON WYATT AVAILABLE FOR SALE         ,L720                          ,                                   ,CITIBANK,8445522         ,
SPAINLF ,LIBERTY SPAIN LIFE                      ,WATWAYV ,WATSON WYATT HELD TO MATURITY           ,L720                          ,                                   ,CITIBANK,8445522         ,
SPAINPC ,LIBERTY SPAIN P&C                       ,LIABPC  ,LIABILITY P&C                           ,L720                          ,135                                ,CITIBANK,6022926849      ,LIABPC  
SPAINPC ,LIBERTY SPAIN P&C                       ,SPNPC88 ,SPAIN P&C REAL ESTATE PE                ,L720                          ,                                   ,        ,NULL,
SPAINPC ,LIBERTY SPAIN P&C                       ,SPNPC90 ,SPAIN P&C PRIVATE EQUITY                ,L720                          ,960                                ,CHASELP ,NULL,
SPAINPC ,LIBERTY SPAIN P&C                       ,SPNPCST ,SPAINPC SHORT TERM                      ,L720                          ,203                                ,CITIBANK,6022926849      ,SPNPCST 
TURKEY  ,SEKER SIGORTA A.S.                      ,TURKLIAB,SEKER SIGORTA LIABILITY                 ,L727                          ,171                                ,CITIBANK,011498          ,TURKLIAB
TURKEY  ,SEKER SIGORTA A.S.                      ,TURKST  ,TURKEY SHORT TERM                       ,L727                          ,200                                ,CITIBANK,NULL,
TURKEY  ,SEKER SIGORTA A.S.                      ,TURKSURP,SEKER SIGORTA SURPLUS - CLOSED          ,L727                          ,185                                ,CITIBANK,NULL,
UKSYND  ,UK SYNDICATES                           ,1980CRTF,SYNIDICATES 1980 CRTF                   ,                              ,1335                               ,CITIBANK,419801          ,1980CRTF
UKSYND  ,UK SYNDICATES                           ,1980SLTF,SYNIDICATES 1980 SLTF                   ,                              ,1336                               ,CITIBANK,419802          ,1980SLTF
UKSYND  ,UK SYNDICATES                           ,BARCLYLC,BARCLAYS AUD LOC                        ,                              ,1133                               ,CHASEGLB,P0051           ,
UKSYND  ,UK SYNDICATES                           ,BLKREURO,BLACKROCK EURO                          ,                              ,201                                ,HSBC    ,0000000686638   ,BLKREURO
UKSYND  ,UK SYNDICATES                           ,BLKRGBP ,BLACKROCK GBP                           ,                              ,202                                ,HSBC    ,0000000684332   ,BLKRGBP 
UKSYND  ,UK SYNDICATES                           ,NABLOC  ,NAB AUD LOC                             ,                              ,1192                               ,CHASEGLB,800578380       ,NABLOC  
UKSYND  ,UK SYNDICATES                           ,NEAMCRTF,NEAM CRTF                               ,                              ,166                                ,CITIBANK,447201          ,NEAMCRTF
UKSYND  ,UK SYNDICATES                           ,NEAMSLTF,NEAM SLTF                               ,                              ,169                                ,CITIBANK,447202          ,NEAMSLTF
